Date Time, Water Level
2020-04-01 03:10,0.988
2020-04-01 03:11,0.992
2020-04-01 03:12,0.997
2020-04-01 03:13,1.001
2020-04-01 03:14,1.007
2020-04-01 03:15,1.012
2020-04-01 03:16,1.015
2020-04-01 03:17,1.019
2020-04-01 03:18,1.021
2020-04-01 03:19,1.024
2020-04-01 03:20,1.027
2020-04-01 03:21,1.029
2020-04-01 03:22,1.031
2020-04-01 03:23,1.034
2020-04-01 03:24,1.036
2020-04-01 03:25,1.038
2020-04-01 03:26,1.040
2020-04-01 03:27,1.043
2020-04-01 03:28,1.044
2020-04-01 03:29,1.045
2020-04-01 03:30,1.048
2020-04-01 03:31,1.050
2020-04-01 03:32,1.052
2020-04-01 03:33,1.056
2020-04-01 03:34,1.058
2020-04-01 03:35,1.061
2020-04-01 03:36,1.064
2020-04-01 03:37,1.068
2020-04-01 03:38,1.072
2020-04-01 03:39,1.076
2020-04-01 03:40,1.080
2020-04-01 03:41,1.083
2020-04-01 03:42,1.087
2020-04-01 03:43,1.091
2020-04-01 03:44,1.095
2020-04-01 03:45,1.099
2020-04-01 03:46,1.104
2020-04-01 03:47,1.107
2020-04-01 03:48,1.111
2020-04-01 03:49,1.117
2020-04-01 03:50,1.122
2020-04-01 03:51,1.128
2020-04-01 03:52,1.134
2020-04-01 03:53,1.139
2020-04-01 03:54,1.145
2020-04-01 03:55,1.151
2020-04-01 03:56,1.157
2020-04-01 03:57,1.162
2020-04-01 03:58,1.168
2020-04-01 03:59,1.173
2020-04-01 04:00,1.178
2020-04-01 04:01,1.184
2020-04-01 04:02,1.189
2020-04-01 04:03,1.194
2020-04-01 04:04,1.198
2020-04-01 04:05,1.203
2020-04-01 04:06,1.207
2020-04-01 04:07,1.212
2020-04-01 04:08,1.217
2020-04-01 04:09,1.222
2020-04-01 04:10,1.226
2020-04-01 04:11,1.230
2020-04-01 04:12,1.235
2020-04-01 04:13,1.239
2020-04-01 04:14,1.242
2020-04-01 04:15,1.245
2020-04-01 04:16,1.248
2020-04-01 04:17,1.249
2020-04-01 04:18,1.252
2020-04-01 04:19,1.255
2020-04-01 04:20,1.258
2020-04-01 04:21,1.260
2020-04-01 04:22,1.262
2020-04-01 04:23,1.264
2020-04-01 04:24,1.267
2020-04-01 04:25,1.270
2020-04-01 04:26,1.273
2020-04-01 04:27,1.276
2020-04-01 04:28,1.280
2020-04-01 04:29,1.285
2020-04-01 04:30,1.290
2020-04-01 04:31,1.297
2020-04-01 04:32,1.303
2020-04-01 04:33,1.308
2020-04-01 04:34,1.314
2020-04-01 04:35,1.321
2020-04-01 04:36,1.328
2020-04-01 04:37,1.333
2020-04-01 04:38,1.338
2020-04-01 04:39,1.344
2020-04-01 04:40,1.349
2020-04-01 04:41,1.353
2020-04-01 04:42,1.356
2020-04-01 04:43,1.359
2020-04-01 04:44,1.362
2020-04-01 04:45,1.362
2020-04-01 04:46,1.364
2020-04-01 04:47,1.365
2020-04-01 04:48,1.366
2020-04-01 04:49,1.366
2020-04-01 04:50,1.366
2020-04-01 04:51,1.366
2020-04-01 04:52,1.367
2020-04-01 04:53,1.367
2020-04-01 04:54,1.367
2020-04-01 04:55,1.368
2020-04-01 04:56,1.370
2020-04-01 04:57,1.372
2020-04-01 04:58,1.374
2020-04-01 04:59,1.377
2020-04-01 05:00,1.380
2020-04-01 05:01,1.383
2020-04-01 05:02,1.387
2020-04-01 05:03,1.390
2020-04-01 05:04,1.393
2020-04-01 05:05,1.394
2020-04-01 05:06,1.396
2020-04-01 05:07,1.397
2020-04-01 05:08,1.397
2020-04-01 05:09,1.398
2020-04-01 05:10,1.398
2020-04-01 05:11,1.398
2020-04-01 05:12,1.397
2020-04-01 05:13,1.396
2020-04-01 05:14,1.395
2020-04-01 05:15,1.394
2020-04-01 05:16,1.394
2020-04-01 05:17,1.394
2020-04-01 05:18,1.395
2020-04-01 05:19,1.395
2020-04-01 05:20,1.396
2020-04-01 05:21,1.399
2020-04-01 05:22,1.401
2020-04-01 05:23,1.404
2020-04-01 05:24,1.407
2020-04-01 05:25,1.409
2020-04-01 05:26,1.411
2020-04-01 05:27,1.413
2020-04-01 05:28,1.415
2020-04-01 05:29,1.416
2020-04-01 05:30,1.418
2020-04-01 05:31,1.417
2020-04-01 05:32,1.417
2020-04-01 05:33,1.416
2020-04-01 05:34,1.415
2020-04-01 05:35,1.413
2020-04-01 05:36,1.411
2020-04-01 05:37,1.410
2020-04-01 05:38,1.408
2020-04-01 05:39,1.407
2020-04-01 05:40,1.407
2020-04-01 05:41,1.407
2020-04-01 05:42,1.406
2020-04-01 05:43,1.409
2020-04-01 05:44,1.411
2020-04-01 05:45,1.414
2020-04-01 05:46,1.419
2020-04-01 05:47,1.423
2020-04-01 05:48,1.428
2020-04-01 05:49,1.433
2020-04-01 05:50,1.438
2020-04-01 05:51,1.444
2020-04-01 05:52,1.448
2020-04-01 05:53,1.453
2020-04-01 05:54,1.457
2020-04-01 05:55,1.461
2020-04-01 05:56,1.465
2020-04-01 05:57,1.466
2020-04-01 05:58,1.469
2020-04-01 05:59,1.469
2020-04-01 06:00,1.468
2020-04-01 06:01,1.468
2020-04-01 06:02,1.467
2020-04-01 06:03,1.465
2020-04-01 06:04,1.463
2020-04-01 06:05,1.462
2020-04-01 06:06,1.460
2020-04-01 06:07,1.459
2020-04-01 06:08,1.457
2020-04-01 06:09,1.456
2020-04-01 06:10,1.456
2020-04-01 06:11,1.456
2020-04-01 06:12,1.457
2020-04-01 06:13,1.458
2020-04-01 06:14,1.459
2020-04-01 06:15,1.461
2020-04-01 06:16,1.462
2020-04-01 06:17,1.464
2020-04-01 06:18,1.464
2020-04-01 06:19,1.465
2020-04-01 06:20,1.466
2020-04-01 06:21,1.467
2020-04-01 06:22,1.466
2020-04-01 06:23,1.466
2020-04-01 06:24,1.466
2020-04-01 06:25,1.464
2020-04-01 06:26,1.463
2020-04-01 06:27,1.460
2020-04-01 06:28,1.457
2020-04-01 06:29,1.456
2020-04-01 06:30,1.453
2020-04-01 06:31,1.451
2020-04-01 06:32,1.448
2020-04-01 06:33,1.447
2020-04-01 06:34,1.445
2020-04-01 06:35,1.444
2020-04-01 06:36,1.442
2020-04-01 06:37,1.441
2020-04-01 06:38,1.440
2020-04-01 06:39,1.440
2020-04-01 06:40,1.438
2020-04-01 06:41,1.437
2020-04-01 06:42,1.436
2020-04-01 06:43,1.433
2020-04-01 06:44,1.432
2020-04-01 06:45,1.430
2020-04-01 06:46,1.428
2020-04-01 06:47,1.425
2020-04-01 06:48,1.423
2020-04-01 06:49,1.418
2020-04-01 06:50,1.413
2020-04-01 06:51,1.408
2020-04-01 06:52,1.401
2020-04-01 06:53,1.396
2020-04-01 06:54,1.391
2020-04-01 06:55,1.386
2020-04-01 06:56,1.381
2020-04-01 06:57,1.376
2020-04-01 06:58,1.373
2020-04-01 06:59,1.368
2020-04-01 07:00,1.365
2020-04-01 07:01,1.363
2020-04-01 07:02,1.359
2020-04-01 07:03,1.358
2020-04-01 07:04,1.354
2020-04-01 07:05,1.352
2020-04-01 07:06,1.350
2020-04-01 07:07,1.350
2020-04-01 07:08,1.350
2020-04-01 07:09,1.349
2020-04-01 07:10,1.348
2020-04-01 07:11,1.347
2020-04-01 07:12,1.345
2020-04-01 07:13,1.343
2020-04-01 07:14,1.340
2020-04-01 07:15,1.337
2020-04-01 07:16,1.332
2020-04-01 07:17,1.330
2020-04-01 07:18,1.326
2020-04-01 07:19,1.322
2020-04-01 07:20,1.318
2020-04-01 07:21,1.314
2020-04-01 07:22,1.311
2020-04-01 07:23,1.306
2020-04-01 07:24,1.302
2020-04-01 07:25,1.298
2020-04-01 07:26,1.295
2020-04-01 07:27,1.293
2020-04-01 07:28,1.291
2020-04-01 07:29,1.289
2020-04-01 07:30,1.289
2020-04-01 07:31,1.289
2020-04-01 07:32,1.287
2020-04-01 07:33,1.287
2020-04-01 07:34,1.288
2020-04-01 07:35,1.287
2020-04-01 07:36,1.285
2020-04-01 07:37,1.285
2020-04-01 07:38,1.283
2020-04-01 07:39,1.282
2020-04-01 07:40,1.280
2020-04-01 07:41,1.279
2020-04-01 07:42,1.276
2020-04-01 07:43,1.274
2020-04-01 07:44,1.272
2020-04-01 07:45,1.271
2020-04-01 07:46,1.265
2020-04-01 07:47,1.264
2020-04-01 07:48,1.261
2020-04-01 07:49,1.258
2020-04-01 07:50,1.256
2020-04-01 07:51,1.253
2020-04-01 07:52,1.251
2020-04-01 07:53,1.249
2020-04-01 07:54,1.247
2020-04-01 07:55,1.245
2020-04-01 07:56,1.243
2020-04-01 07:57,1.242
2020-04-01 07:58,1.240
2020-04-01 07:59,1.238
2020-04-01 08:00,1.235
2020-04-01 08:01,1.233
2020-04-01 08:02,1.230
2020-04-01 08:03,1.226
2020-04-01 08:04,1.222
2020-04-01 08:05,1.217
2020-04-01 08:06,1.212
2020-04-01 08:07,1.208
2020-04-01 08:08,1.202
2020-04-01 08:09,1.196
2020-04-01 08:10,1.189
2020-04-01 08:11,1.183
2020-04-01 08:12,1.177
2020-04-01 08:13,1.170
2020-04-01 08:14,1.162
2020-04-01 08:15,1.157
2020-04-01 08:16,1.150
2020-04-01 08:17,1.144
2020-04-01 08:18,1.137
2020-04-01 08:19,1.131
2020-04-01 08:20,1.126
2020-04-01 08:21,1.119
2020-04-01 08:22,1.114
2020-04-01 08:23,1.110
2020-04-01 08:24,1.104
2020-04-01 08:25,1.100
2020-04-01 08:26,1.095
2020-04-01 08:27,1.088
2020-04-01 08:28,1.083
2020-04-01 08:29,1.077
2020-04-01 08:30,1.071
2020-04-01 08:31,1.065
2020-04-01 08:32,1.057
2020-04-01 08:33,1.049
2020-04-01 08:34,1.041
2020-04-01 08:35,1.035
2020-04-01 08:36,1.029
2020-04-01 08:37,1.021
2020-04-01 08:38,1.014
2020-04-01 08:39,1.009
2020-04-01 08:40,1.003
2020-04-01 08:41,0.996
2020-04-01 08:42,0.991
2020-04-01 08:43,0.986
2020-04-01 08:44,0.982
2020-04-01 08:45,0.976
2020-04-01 08:46,0.973
2020-04-01 08:47,0.970
2020-04-01 08:48,0.966
2020-04-01 08:49,0.961
2020-04-01 08:50,0.959
2020-04-01 08:51,0.957
2020-04-01 08:52,0.954
2020-04-01 08:53,0.950
2020-04-01 08:54,0.950
2020-04-01 08:55,0.949
2020-04-01 08:56,0.946
2020-04-01 08:57,0.944
2020-04-01 08:58,0.944
2020-04-01 08:59,0.943
2020-04-01 09:00,0.940
2020-04-01 09:01,0.934
2020-04-01 09:02,0.930
2020-04-01 09:03,0.927
2020-04-01 09:04,0.923
2020-04-01 09:05,0.919
2020-04-01 09:06,0.916
2020-04-01 09:07,0.913
2020-04-01 09:08,0.910
2020-04-01 09:09,0.905
2020-04-01 09:10,0.901
2020-04-01 09:11,0.900
2020-04-01 09:12,0.897
2020-04-01 09:13,0.893
2020-04-01 09:14,0.892
2020-04-01 09:15,0.888
2020-04-01 09:16,0.884
2020-04-01 09:17,0.883
2020-04-01 09:18,0.878
2020-04-01 09:19,0.872
2020-04-01 09:20,0.868
2020-04-01 09:21,0.863
2020-04-01 09:22,0.858
2020-04-01 09:23,0.853
2020-04-01 09:24,0.847
2020-04-01 09:25,0.841
2020-04-01 09:26,0.838
2020-04-01 09:27,0.835
2020-04-01 09:28,0.831
2020-04-01 09:29,0.828
2020-04-01 09:30,0.825
2020-04-01 09:31,0.823
2020-04-01 09:32,0.819
2020-04-01 09:33,0.817
2020-04-01 09:34,0.813
2020-04-01 09:35,0.812
2020-04-01 09:36,0.809
2020-04-01 09:37,0.806
2020-04-01 09:38,0.805
2020-04-01 09:39,0.801
2020-04-01 09:40,0.799
2020-04-01 09:41,0.796
2020-04-01 09:42,0.793
2020-04-01 09:43,0.792
2020-04-01 09:44,0.789
2020-04-01 09:45,0.786
2020-04-01 09:46,0.781
2020-04-01 09:47,0.777
2020-04-01 09:48,0.773
2020-04-01 09:49,0.768
2020-04-01 09:50,0.762
2020-04-01 09:51,0.757
2020-04-01 09:52,0.751
2020-04-01 09:53,0.744
2020-04-01 09:54,0.737
2020-04-01 09:55,0.730
2020-04-01 09:56,0.723
2020-04-01 09:57,0.715
2020-04-01 09:58,0.709
2020-04-01 09:59,0.702
2020-04-01 10:00,0.696
2020-04-01 10:01,0.689
2020-04-01 10:02,0.683
2020-04-01 10:03,0.678
2020-04-01 10:04,0.671
2020-04-01 10:05,0.665
2020-04-01 10:06,0.661
2020-04-01 10:07,0.657
2020-04-01 10:08,0.652
2020-04-01 10:09,0.648
2020-04-01 10:10,0.644
2020-04-01 10:11,0.640
2020-04-01 10:12,0.635
2020-04-01 10:13,0.631
2020-04-01 10:14,0.626
2020-04-01 10:15,0.622
2020-04-01 10:16,0.618
2020-04-01 10:17,0.613
2020-04-01 10:18,0.609
2020-04-01 10:19,0.605
2020-04-01 10:20,0.602
2020-04-01 10:21,0.597
2020-04-01 10:22,0.594
2020-04-01 10:23,0.591
2020-04-01 10:24,0.590
2020-04-01 10:25,0.588
2020-04-01 10:26,0.587
2020-04-01 10:27,0.585
2020-04-01 10:28,0.586
2020-04-01 10:29,0.584
2020-04-01 10:30,0.585
2020-04-01 10:31,0.585
2020-04-01 10:32,0.587
2020-04-01 10:33,0.588
2020-04-01 10:34,0.586
2020-04-01 10:35,0.587
2020-04-01 10:36,0.588
2020-04-01 10:37,0.587
2020-04-01 10:38,0.587
2020-04-01 10:39,0.587
2020-04-01 10:40,0.585
2020-04-01 10:41,0.584
2020-04-01 10:42,0.581
2020-04-01 10:43,0.581
2020-04-01 10:44,0.581
2020-04-01 10:45,0.578
2020-04-01 10:46,0.577
2020-04-01 10:47,0.574
2020-04-01 10:48,0.574
2020-04-01 10:49,0.571
2020-04-01 10:50,0.570
2020-04-01 10:51,0.570
2020-04-01 10:52,0.568
2020-04-01 10:53,0.567
2020-04-01 10:54,0.567
2020-04-01 10:55,0.565
2020-04-01 10:56,0.566
2020-04-01 10:57,0.564
2020-04-01 10:58,0.565
2020-04-01 10:59,0.563
2020-04-01 11:00,0.561
2020-04-01 11:01,0.560
2020-04-01 11:02,0.559
2020-04-01 11:03,0.556
2020-04-01 11:04,0.556
2020-04-01 11:05,0.554
2020-04-01 11:06,0.550
2020-04-01 11:07,0.549
2020-04-01 11:08,0.547
2020-04-01 11:09,0.543
2020-04-01 11:10,0.540
2020-04-01 11:11,0.538
2020-04-01 11:12,0.535
2020-04-01 11:13,0.531
2020-04-01 11:14,0.530
2020-04-01 11:15,0.526
2020-04-01 11:16,0.524
2020-04-01 11:17,0.521
2020-04-01 11:18,0.518
2020-04-01 11:19,0.516
2020-04-01 11:20,0.515
2020-04-01 11:21,0.514
2020-04-01 11:22,0.513
2020-04-01 11:23,0.513
2020-04-01 11:24,0.512
2020-04-01 11:25,0.510
2020-04-01 11:26,0.509
2020-04-01 11:27,0.509
2020-04-01 11:28,0.511
2020-04-01 11:29,0.510
2020-04-01 11:30,0.512
2020-04-01 11:31,0.512
2020-04-01 11:32,0.510
2020-04-01 11:33,0.511
2020-04-01 11:34,0.513
2020-04-01 11:35,0.512
2020-04-01 11:36,0.511
2020-04-01 11:37,0.512
2020-04-01 11:38,0.512
2020-04-01 11:39,0.511
2020-04-01 11:40,0.510
2020-04-01 11:41,0.512
2020-04-01 11:42,0.509
2020-04-01 11:43,0.509
2020-04-01 11:44,0.507
2020-04-01 11:45,0.506
2020-04-01 11:46,0.505
2020-04-01 11:47,0.504
2020-04-01 11:48,0.503
2020-04-01 11:49,0.505
2020-04-01 11:50,0.503
2020-04-01 11:51,0.504
2020-04-01 11:52,0.506
2020-04-01 11:53,0.508
2020-04-01 11:54,0.509
2020-04-01 11:55,0.512
2020-04-01 11:56,0.515
2020-04-01 11:57,0.516
2020-04-01 11:58,0.520
2020-04-01 11:59,0.524
2020-04-01 12:00,0.529
2020-04-01 12:01,0.533
2020-04-01 12:02,0.538
2020-04-01 12:03,0.544
2020-04-01 12:04,0.548
2020-04-01 12:05,0.556
2020-04-01 12:06,0.562
2020-04-01 12:07,0.568
2020-04-01 12:08,0.575
2020-04-01 12:09,0.582
2020-04-01 12:10,0.589
2020-04-01 12:11,0.596
2020-04-01 12:12,0.605
2020-04-01 12:13,0.611
2020-04-01 12:14,0.619
2020-04-01 12:15,0.625
2020-04-01 12:16,0.628
2020-04-01 12:17,0.636
2020-04-01 12:18,0.641
2020-04-01 12:19,0.647
2020-04-01 12:20,0.649
2020-04-01 12:21,0.653
2020-04-01 12:22,0.657
2020-04-01 12:23,0.658
2020-04-01 12:24,0.662
2020-04-01 12:25,0.665
2020-04-01 12:26,0.667
2020-04-01 12:27,0.667
2020-04-01 12:28,0.668
2020-04-01 12:29,0.669
2020-04-01 12:30,0.671
2020-04-01 12:31,0.670
2020-04-01 12:32,0.671
2020-04-01 12:33,0.672
2020-04-01 12:34,0.672
2020-04-01 12:35,0.672
2020-04-01 12:36,0.668
2020-04-01 12:37,0.667
2020-04-01 12:38,0.673
2020-04-01 12:39,0.672
2020-04-01 12:40,0.670
2020-04-01 12:41,0.667
2020-04-01 12:42,0.667
2020-04-01 12:43,0.668
2020-04-01 12:44,0.670
2020-04-01 12:45,0.667
2020-04-01 12:46,0.667
2020-04-01 12:47,0.665
2020-04-01 12:48,0.660
2020-04-01 12:49,0.664
2020-04-01 12:50,0.666
2020-04-01 12:51,0.662
2020-04-01 12:52,0.665
2020-04-01 12:53,0.667
2020-04-01 12:54,0.669
2020-04-01 12:55,0.676
2020-04-01 12:56,0.681
2020-04-01 12:57,0.679
2020-04-01 12:58,0.683
2020-04-01 12:59,0.686
2020-04-01 13:00,0.684
2020-04-01 13:01,0.690
2020-04-01 13:02,0.691
2020-04-01 13:03,0.689
2020-04-01 13:04,0.694
2020-04-01 13:05,0.701
2020-04-01 13:06,0.694
2020-04-01 13:07,0.701
2020-04-01 13:08,0.700
2020-04-01 13:09,0.697
2020-04-01 13:10,0.692
2020-04-01 13:11,0.694
2020-04-01 13:12,0.693
2020-04-01 13:13,0.691
2020-04-01 13:14,0.691
2020-04-01 13:15,0.690
2020-04-01 13:16,0.684
2020-04-01 13:17,0.682
2020-04-01 13:18,0.673
2020-04-01 13:19,0.672
2020-04-01 13:20,0.672
2020-04-01 13:21,0.667
2020-04-01 13:22,0.668
2020-04-01 13:23,0.659
2020-04-01 13:24,0.655
2020-04-01 13:25,0.650
2020-04-01 13:26,0.650
2020-04-01 13:27,0.648
2020-04-01 13:28,0.649
2020-04-01 13:29,0.646
2020-04-01 13:30,0.643
2020-04-01 13:31,0.648
2020-04-01 13:32,0.651
2020-04-01 13:33,0.652
2020-04-01 13:34,0.655
2020-04-01 13:35,0.655
2020-04-01 13:36,0.665
2020-04-01 13:37,0.669
2020-04-01 13:38,0.675
2020-04-01 13:39,0.678
2020-04-01 13:40,0.679
2020-04-01 13:41,0.692
2020-04-01 13:42,0.696
2020-04-01 13:43,0.705
2020-04-01 13:44,0.708
2020-04-01 13:45,0.709
2020-04-01 13:46,0.717
2020-04-01 13:47,0.721
2020-04-01 13:48,0.726
2020-04-01 13:49,0.730
2020-04-01 13:50,0.731
2020-04-01 13:51,0.734
2020-04-01 13:52,0.735
2020-04-01 13:53,0.737
2020-04-01 13:54,0.742
2020-04-01 13:55,0.745
2020-04-01 13:56,0.743
2020-04-01 13:57,0.747
2020-04-01 13:58,0.749
2020-04-01 13:59,0.751
2020-04-01 14:00,0.756
2020-04-01 14:01,0.760
2020-04-01 14:02,0.761
2020-04-01 14:03,0.765
2020-04-01 14:04,0.767
2020-04-01 14:05,0.769
2020-04-01 14:06,0.770
2020-04-01 14:07,0.771
2020-04-01 14:08,0.764
2020-04-01 14:09,0.767
2020-04-01 14:10,0.764
2020-04-01 14:11,0.766
2020-04-01 14:12,0.763
2020-04-01 14:13,0.757
2020-04-01 14:14,0.761
2020-04-01 14:15,0.755
2020-04-01 14:16,0.750
2020-04-01 14:17,0.752
2020-04-01 14:18,0.751
2020-04-01 14:19,0.744
2020-04-01 14:20,0.739
2020-04-01 14:21,0.738
2020-04-01 14:22,0.738
2020-04-01 14:23,0.727
2020-04-01 14:24,0.728
2020-04-01 14:25,0.729
2020-04-01 14:26,0.726
2020-04-01 14:27,0.728
2020-04-01 14:28,0.725
2020-04-01 14:29,0.723
2020-04-01 14:30,0.730
2020-04-01 14:31,0.726
2020-04-01 14:32,0.735
2020-04-01 14:33,0.738
2020-04-01 14:34,0.735
2020-04-01 14:35,0.743
2020-04-01 14:36,0.739
2020-04-01 14:37,0.744
2020-04-01 14:38,0.743
2020-04-01 14:39,0.749
2020-04-01 14:40,0.744
2020-04-01 14:41,0.748
2020-04-01 14:42,0.747
2020-04-01 14:43,0.750
2020-04-01 14:44,0.748
2020-04-01 14:45,0.746
2020-04-01 14:46,0.741
2020-04-01 14:47,0.739
2020-04-01 14:48,0.744
2020-04-01 14:49,0.738
2020-04-01 14:50,0.739
2020-04-01 14:51,0.746
2020-04-01 14:52,0.735
2020-04-01 14:53,0.737
2020-04-01 14:54,0.740
2020-04-01 14:55,0.739
2020-04-01 14:56,0.738
2020-04-01 14:57,0.740
2020-04-01 14:58,0.740
2020-04-01 14:59,0.742
2020-04-01 15:00,0.742
2020-04-01 15:01,0.739
2020-04-01 15:02,0.742
2020-04-01 15:03,0.749
2020-04-01 15:04,0.749
2020-04-01 15:05,0.751
2020-04-01 15:06,0.747
2020-04-01 15:07,0.758
2020-04-01 15:08,0.751
2020-04-01 15:09,0.749
2020-04-01 15:10,0.753
2020-04-01 15:11,0.753
2020-04-01 15:12,0.758
2020-04-01 15:13,0.758
2020-04-01 15:14,0.760
2020-04-01 15:15,0.763
2020-04-01 15:16,0.766
2020-04-01 15:17,0.767
2020-04-01 15:18,0.767
2020-04-01 15:19,0.773
2020-04-01 15:20,0.775
2020-04-01 15:21,0.785
2020-04-01 15:22,0.784
2020-04-01 15:23,0.792
2020-04-01 15:24,0.792
2020-04-01 15:25,0.795
2020-04-01 15:26,0.803
2020-04-01 15:27,0.808
2020-04-01 15:28,0.809
2020-04-01 15:29,0.814
2020-04-01 15:30,0.817
2020-04-01 15:31,0.818
